Date,Open,High,Low,Close,Volume
2021-02-23 00:00:00+05:30,1511.0,1541.199951171875,1506.050048828125,1530.449951171875,1062743
2021-02-24 00:00:00+05:30,1531.0,1635.0,1531.0,1621.0,1579112
2021-02-25 00:00:00+05:30,1621.550048828125,1669.949951171875,1619.550048828125,1660.199951171875,1344545
2021-02-26 00:00:00+05:30,1638.0,1654.550048828125,1606.300048828125,1619.949951171875,1160739
2021-03-01 00:00:00+05:30,1621.0,1685.0,1620.050048828125,1674.699951171875,1088141
2021-03-02 00:00:00+05:30,1675.0,1698.9000244140625,1667.0,1691.4000244140625,907278
2021-03-03 00:00:00+05:30,1704.0,1823.8499755859375,1700.25,1782.5999755859375,2461629
2021-03-04 00:00:00+05:30,1751.0,1819.449951171875,1736.5,1798.9000244140625,1733743
2021-03-05 00:00:00+05:30,1770.0,1787.6500244140625,1733.0,1742.0,1056152
2021-03-08 00:00:00+05:30,1744.699951171875,1744.699951171875,1696.1500244140625,1707.9000244140625,1651023
2021-03-09 00:00:00+05:30,1707.9000244140625,1727.449951171875,1659.0,1688.699951171875,1272447
2021-03-10 00:00:00+05:30,1700.0,1707.699951171875,1678.050048828125,1684.550048828125,417598
2021-03-12 00:00:00+05:30,1687.9000244140625,1705.0,1657.3499755859375,1663.949951171875,530235
2021-03-15 00:00:00+05:30,1668.0,1686.0,1630.0999755859375,1661.949951171875,815004
2021-03-16 00:00:00+05:30,1646.0,1701.4000244140625,1635.0999755859375,1682.0999755859375,1126523
2021-03-17 00:00:00+05:30,1682.0,1718.0,1671.050048828125,1695.550048828125,1629064
2021-03-18 00:00:00+05:30,1680.0,1730.0,1680.0,1719.949951171875,1836379
2021-03-19 00:00:00+05:30,1712.0,1730.0,1651.0,1663.5999755859375,1381719
2021-03-22 00:00:00+05:30,1663.5999755859375,1727.8499755859375,1626.25,1713.8499755859375,2226951
2021-03-23 00:00:00+05:30,1700.0,1782.0,1700.0,1773.449951171875,2790975
2021-03-24 00:00:00+05:30,1744.0,1768.9000244140625,1725.800048828125,1734.25,1288016
2021-03-25 00:00:00+05:30,1727.0,1742.0,1650.0,1663.550048828125,1428198
2021-03-26 00:00:00+05:30,1654.0,1676.3499755859375,1600.0,1613.0,1262754
2021-03-30 00:00:00+05:30,1602.0,1629.699951171875,1575.199951171875,1585.4000244140625,1229662
2021-03-31 00:00:00+05:30,1585.0,1655.0,1579.800048828125,1631.949951171875,1283008
2021-04-01 00:00:00+05:30,1631.9000244140625,1640.0,1601.4000244140625,1616.5999755859375,663120
2021-04-05 00:00:00+05:30,1601.0,1609.9000244140625,1525.0,1552.699951171875,1714868
2021-04-06 00:00:00+05:30,1564.0,1590.800048828125,1546.550048828125,1577.5999755859375,1069917
2021-04-07 00:00:00+05:30,1590.0,1612.0,1581.5999755859375,1599.6500244140625,860357
2021-04-08 00:00:00+05:30,1596.699951171875,1648.949951171875,1595.6500244140625,1640.75,812682
2021-04-09 00:00:00+05:30,1621.550048828125,1663.699951171875,1608.0,1646.949951171875,624303
2021-04-12 00:00:00+05:30,1609.949951171875,1612.949951171875,1529.199951171875,1593.800048828125,1367498
2021-04-13 00:00:00+05:30,1594.0,1639.5999755859375,1593.800048828125,1605.75,1096901
2021-04-15 00:00:00+05:30,1575.0,1619.949951171875,1565.5999755859375,1609.8499755859375,847017
2021-04-16 00:00:00+05:30,1604.0,1616.449951171875,1576.4000244140625,1582.9000244140625,546565
2021-04-19 00:00:00+05:30,1535.0,1558.0,1516.550048828125,1527.9000244140625,971452
2021-04-20 00:00:00+05:30,1520.9000244140625,1585.8499755859375,1503.0,1554.300048828125,1964923
2021-04-22 00:00:00+05:30,1520.0,1565.0,1520.0,1541.300048828125,619438
2021-04-23 00:00:00+05:30,1549.300048828125,1549.300048828125,1505.25,1541.8499755859375,646250
2021-04-26 00:00:00+05:30,1545.0,1585.0,1545.0,1573.050048828125,565955
2021-04-27 00:00:00+05:30,1576.0,1650.0,1565.0,1640.5,1017757
2021-04-28 00:00:00+05:30,1640.0999755859375,1656.4000244140625,1633.0999755859375,1647.550048828125,553525
2021-04-29 00:00:00+05:30,1649.9000244140625,1664.0,1638.199951171875,1655.8499755859375,516705
2021-04-30 00:00:00+05:30,1632.0,1679.800048828125,1632.0,1643.4000244140625,753681
2021-05-03 00:00:00+05:30,1620.0,1674.800048828125,1612.199951171875,1666.25,519292
2021-05-04 00:00:00+05:30,1685.0,1685.0,1615.699951171875,1621.949951171875,484049
2021-05-05 00:00:00+05:30,1633.0,1664.0,1596.5999755859375,1649.3499755859375,767445
2021-05-06 00:00:00+05:30,1637.800048828125,1683.0,1637.800048828125,1662.949951171875,646315
2021-05-07 00:00:00+05:30,1673.0,1681.949951171875,1625.300048828125,1640.5999755859375,568355
